esrs,dr,paragraph,name,datatype,appendix,voluntary
E3,E3-1,11,"Policies to manage its material impacts, risks and opportunities related to water and marine resources [see ESRS 2 MDR-P]",MDR-P,SFDR,
E3,E3-1,12a,Disclosure of whether and how policy adresses water management ,narrative,,
E3,E3-1,12a i,Disclosure of whether and how policy adresses the use and sourcing of water and marine resources in own operations ,narrative,,
E3,E3-1,12a ii,Disclosure of whether and  how policy adresses water treatment,narrative,,
E3,E3-1,12a iii,Disclosure of whether and how policy adresses prevention and abatment of water pollution,narrative,,
E3,E3-1,12 b,Disclosure of whether and how policy adresses product and service design in view of addressing water-related issues and preservation of marine resources ,narrative,,
E3,E3-1,12 c,Disclosure of whether and how policy adresses commitment to reduce material water consumption in areas at water risk ,narrative,,
E3,E3-1,13,Disclosure of reasons for not having adopted policies in areas of high-water stress ,narrative,SFDR,
E3,E3-1,13,Disclosure of timeframe in which policies in areas of high-water stress will be adopted ,narrative,SFDR,V
E3,E3-1,14,Policies or practices related to sustainable oceans and seas have been adopted,semi-narrative,SFDR,
E3,E3-1,AR 18a,"The policly contributes to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend;",semi-narrative,,v
E3,E3-1,AR 18b,The policy minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations,semi-narrative,,v
E3,E3-1,AR 18c,The policy avoid impacts on affected communities.,semi-narrative,,v
E3,E3-2,17,Actions and resources in relation to water and marine resources [see ESRS 2 MDR-A],MDR-A,,
E3,E3-2,18,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),semi-narrative,,V
E3,E3-2,AR20,Information about specific collective action for water and marine resources ,narrative,,V
E3,E3-2,19,Disclosure of actions and resources  in relation to areas at water risk ,narrative,,
E3,E3-3,22,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,,
E3,E3-3,23 a,"Disclosure of whether and  how target relates to management of material impacts, risks and opportunities related to areas at water risk ",narrative,,
E3,E3-3,23 b,"Disclosure of whether and  how target relates to responsible management of marine resources impacts, risks and opportunities ",narrative,,
E3,E3-3,23 c,Disclosure of whether and how target relates to reduction of water consumption ,narrative,,
E3,E3-3,24,(Local) ecological threshold and entity-specific allocation were taken into consideration when setting water and marine resources target,semi-narrative,,V
E3,E3-3,24 a,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (water and marine resources) ,narrative,,V
E3,E3-3,24 b,Disclosure of how ecological entity-specific threshold was determined (water and marine resources) ,narrative,,V
E3,E3-3,24 c,Disclosure of how responsibility for respecting identified ecological threshold is allocated (water and marine resources) ,narrative,,V
E3,E3-3,25,Adopted and presented water and marine resources-related target is mandatory (based on legislation),semi-narrative,,
E3,E3-3,AR 23 a,Target relates to reduction of water withdrawals,semi-narrative,,V
E3,E3-3,AR 23 b,Target relates to reduction of water discharges,semi-narrative,,V
E3,E3-4,28 a,Total water consumption,Volume,,
E3,E3-4,28 b,"Total water consumption in areas at water risk, including areas of high-water stress",Volume,,
E3,E3-4,28 c,Total water recycled and reused,Volume,SFDR,
E3,E3-4,28 d,Total water stored,Volume,,
E3,E3-4,28 d,Changes in water storage,Volume,,
E3,E3-4,28 e,Disclosure of contextual information regarding warter consumption,narrative,,
E3,E3-4,29,Water intensity ratio,Percent,SFDR,
E3,E3-4,AR30,Water consumption - sectors/SEGMENTS [table],Table/Volume,,V
E3,E3-4,AR 31,Additional water intensity ratio,Percent,,V
E3,E3-4,AR 32,Total water withdrawals,Volume,,V
E3,E3-4,AR 32,Total water discharges,Volume,,V
E3,E3-5,33 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from water and marine resources-related impacts ,Monetary,,
E3,E3-5,33 a,Disclosure of qualitative information of potential financial effects of material risks and opportunities arising from water and marine resources-related impacts ,narrative,,
E3,E3-5,33 b,Description of effects considered and related impacts (water and marine resources) ,narrative,,
E3,E3-5,33 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from water and marine resources-related impacts ,narrative,,
E3,E3-5,AR 33,Description of related products and services at risk (water and marine resources) ,narrative,,
E3,E3-5,AR 33,"Explanation of how time horizons are defined, financial amounts are estimated and critical assumptions made (water and marine resources) ",narrative,,
E3,E3.IRO-1,8 a),"Disclosure of whether and how assets and activities have been screened in order to identify actual and potential water and marine resources-related impacts, risks and opportunities in own operations and upstream and downstream value chain and methodologies, assumptions and tools used in screening [text block]",narrative,,
E3,E3.IRO-1,8 b,Disclosure of how consultations have been conducted (water and marine resources) [text block],narrative,,
E3,E3.IRO-1,AR 1 ,Disclosure of results of materiality assessment (water and marine resources) [text block],narrative,,
